,# STN,YYYYMMDD,HH,DD,FH,FF,FX,T,T10,TD,SQ,Q,DR,RH,P,VV,N,U,WW,IX,M,R,S,O,Y
2015-04-04 14:00:00,286,20150404,15,350,60,50,90,69,     ,1,7,142,0,0,     ,     ,     ,62,     ,6,     ,     ,     ,     ,     
2015-04-04 15:00:00,286,20150404,16,360,60,50,80,68,     ,6,9,137,0,0,     ,     ,     ,65,     ,6,     ,     ,     ,     ,     
2015-04-04 16:00:00,286,20150404,17,340,60,60,90,64,     ,-3,8,66,0,0,     ,     ,     ,62,     ,6,     ,     ,     ,     ,     
2015-04-04 17:00:00,286,20150404,18,350,60,50,90,43,   36,7,5,20,0,0,     ,     ,     ,77,     ,6,     ,     ,     ,     ,     
2015-04-04 18:00:00,286,20150404,19,10,40,30,60,23,     ,2,0,0,0,0,     ,     ,     ,86,     ,6,     ,     ,     ,     ,     
2015-04-04 19:00:00,286,20150404,20,340,30,30,40,13,     ,1,0,0,0,0,     ,     ,     ,92,     ,6,     ,     ,     ,     ,     
2015-04-04 20:00:00,286,20150404,21,330,20,30,30,1,     ,-5,0,0,0,0,     ,     ,     ,96,     ,6,     ,     ,     ,     ,     
2015-04-04 21:00:00,286,20150404,22,340,30,20,30,-1,     ,-4,0,0,0,0,     ,     ,     ,98,     ,6,     ,     ,     ,     ,     
2015-04-04 22:00:00,286,20150404,23,330,20,20,30,-12,     ,-17,0,0,0,0,     ,     ,     ,96,     ,6,     ,     ,     ,     ,     
2015-04-04 23:00:00,286,20150404,24,330,20,30,30,-13,  -22,-17,0,0,0,0,     ,     ,     ,97,     ,6,     ,     ,     ,     ,     
2015-04-05 00:00:00,286,20150405,1,310,30,30,30,-15,     ,-19,0,0,0,0,     ,     ,     ,97,     ,6,     ,     ,     ,     ,     
2015-04-05 01:00:00,286,20150405,2,310,30,30,40,-13,     ,-17,0,0,0,0,     ,     ,     ,97,     ,6,     ,     ,     ,     ,     
2015-04-05 02:00:00,286,20150405,3,320,30,30,40,-15,     ,-19,0,0,0,0,     ,     ,     ,97,     ,6,     ,     ,     ,     ,     
2015-04-05 03:00:00,286,20150405,4,310,30,30,40,-15,     ,-19,0,0,0,0,     ,     ,     ,97,     ,6,     ,     ,     ,     ,     
2015-04-05 04:00:00,286,20150405,5,330,30,20,30,-19,     ,-20,0,0,0,0,     ,     ,     ,99,     ,6,     ,     ,     ,     ,     
2015-04-05 05:00:00,286,20150405,6,330,20,20,20,-2,  -31,-5,8,26,0,0,     ,     ,     ,98,     ,6,     ,     ,     ,     ,     
2015-04-05 06:00:00,286,20150405,7,20,10,10,20,41,     ,28,8,71,0,0,     ,     ,     ,91,     ,6,     ,     ,     ,     ,     
2015-04-05 07:00:00,286,20150405,8,360,10,10,20,67,     ,42,10,118,0,0,     ,     ,     ,84,     ,6,     ,     ,     ,     ,     
2015-04-05 08:00:00,286,20150405,9,990,10,10,20,87,     ,21,10,177,0,0,     ,     ,     ,63,     ,6,     ,     ,     ,     ,     
2015-04-05 09:00:00,286,20150405,10,990,10,10,20,94,     ,8,10,219,0,0,     ,     ,     ,55,     ,6,     ,     ,     ,     ,     
2015-04-05 10:00:00,286,20150405,11,350,30,40,50,95,     ,-8,10,250,0,0,     ,     ,     ,49,     ,6,     ,     ,     ,     ,     
2015-04-05 11:00:00,286,20150405,12,340,40,50,70,99,   -6,-41,10,265,0,0,     ,     ,     ,37,     ,6,     ,     ,     ,     ,     
2015-04-05 12:00:00,286,20150405,13,350,50,50,80,100,     ,-33,10,263,0,0,     ,     ,     ,39,     ,6,     ,     ,     ,     ,     
2015-04-05 13:00:00,286,20150405,14,340,50,50,70,99,     ,-28,10,238,0,0,     ,     ,     ,41,     ,6,     ,     ,     ,     ,     
2015-04-05 14:00:00,286,20150405,15,340,50,50,80,93,     ,-13,10,192,0,0,     ,     ,     ,47,     ,6,     ,     ,     ,     ,     
2015-04-05 15:00:00,286,20150405,16,340,50,50,80,88,     ,3,10,145,0,0,     ,     ,     ,55,     ,6,     ,     ,     ,     ,     
2015-04-05 16:00:00,286,20150405,17,340,50,50,70,68,     ,11,8,71,0,0,     ,     ,     ,67,     ,6,     ,     ,     ,     ,     
2015-04-05 17:00:00,286,20150405,18,330,50,40,70,55,   50,26,7,24,0,0,     ,     ,     ,82,     ,6,     ,     ,     ,     ,     
2015-04-05 18:00:00,286,20150405,19,310,40,30,50,40,     ,20,0,1,0,0,     ,     ,     ,87,     ,6,     ,     ,     ,     ,     
2015-04-05 19:00:00,286,20150405,20,290,30,20,40,42,     ,26,0,0,0,0,     ,     ,     ,89,     ,6,     ,     ,     ,     ,     
2015-04-05 20:00:00,286,20150405,21,290,30,30,30,36,     ,21,0,0,0,0,     ,     ,     ,90,     ,6,     ,     ,     ,     ,     
2015-04-05 21:00:00,286,20150405,22,280,30,30,40,40,     ,28,0,0,0,0,     ,     ,     ,92,     ,6,     ,     ,     ,     ,     
2015-04-05 22:00:00,286,20150405,23,270,30,20,40,47,     ,32,0,0,0,0,     ,     ,     ,90,     ,6,     ,     ,     ,     ,     
2015-04-05 23:00:00,286,20150405,24,270,30,30,40,46,   22,35,0,0,0,0,     ,     ,     ,93,     ,6,     ,     ,     ,     ,     
2015-04-06 00:00:00,286,20150406,1,270,30,30,50,53,     ,37,0,0,0,0,     ,     ,     ,89,     ,6,     ,     ,     ,     ,     
2015-04-06 01:00:00,286,20150406,2,270,30,30,40,55,     ,45,0,0,0,0,     ,     ,     ,93,     ,6,     ,     ,     ,     ,     
2015-04-06 02:00:00,286,20150406,3,250,30,30,40,52,     ,50,0,0,0,0,     ,     ,     ,99,     ,6,     ,     ,     ,     ,     
2015-04-06 03:00:00,286,20150406,4,250,30,20,40,54,     ,53,0,0,5,1,     ,     ,     ,99,     ,6,     ,     ,     ,     ,     
2015-04-06 04:00:00,286,20150406,5,260,20,20,30,57,     ,56,0,0,4,1,     ,     ,     ,99,     ,6,     ,     ,     ,     ,     
2015-04-06 05:00:00,286,20150406,6,280,20,20,30,62,   44,62,0,6,0,0,     ,     ,     ,100,     ,6,     ,     ,     ,     ,     
2015-04-06 06:00:00,286,20150406,7,330,20,20,30,68,     ,68,0,24,0,-1,     ,     ,     ,100,     ,6,     ,     ,     ,     ,     
2015-04-06 07:00:00,286,20150406,8,60,30,40,50,70,     ,66,0,35,3,1,     ,     ,     ,97,     ,6,     ,     ,     ,     ,     
2015-04-06 08:00:00,286,20150406,9,70,40,60,70,83,     ,64,1,93,0,-1,     ,     ,     ,88,     ,6,     ,     ,     ,     ,     
2015-04-06 09:00:00,286,20150406,10,70,50,40,70,91,     ,62,5,159,0,0,     ,     ,     ,82,     ,6,     ,     ,     ,     ,     
2015-04-06 10:00:00,286,20150406,11,60,40,50,70,91,     ,57,1,93,0,0,     ,     ,     ,79,     ,6,     ,     ,     ,     ,     
2015-04-06 11:00:00,286,20150406,12,90,50,40,70,102,   64,48,2,124,0,0,     ,     ,     ,69,     ,6,     ,     ,     ,     ,     
2015-04-06 12:00:00,286,20150406,13,90,30,40,60,111,     ,42,10,264,0,0,     ,     ,     ,62,     ,6,     ,     ,     ,     ,     
2015-04-06 13:00:00,286,20150406,14,70,30,30,60,112,     ,24,10,194,0,0,     ,     ,     ,55,     ,6,     ,     ,     ,     ,     
2015-04-06 14:00:00,286,20150406,15,990,20,10,60,124,     ,31,10,212,0,0,     ,     ,     ,53,     ,6,     ,     ,     ,     ,     
2015-04-06 15:00:00,286,20150406,16,20,30,30,50,111,     ,30,8,115,0,0,     ,     ,     ,57,     ,6,     ,     ,     ,     ,     
2015-04-06 16:00:00,286,20150406,17,340,30,40,50,101,     ,41,10,83,0,0,     ,     ,     ,66,     ,6,     ,     ,     ,     ,     
2015-04-06 17:00:00,286,20150406,18,330,30,20,50,76,   67,49,7,27,0,0,     ,     ,     ,83,     ,6,     ,     ,     ,     ,     
2015-04-06 18:00:00,286,20150406,19,360,40,40,50,51,     ,30,0,0,0,0,     ,     ,     ,86,     ,6,     ,     ,     ,     ,     
2015-04-06 19:00:00,286,20150406,20,10,30,30,40,37,     ,22,0,0,0,0,     ,     ,     ,90,     ,6,     ,     ,     ,     ,     
2015-04-06 20:00:00,286,20150406,21,20,30,20,40,26,     ,16,0,0,0,0,     ,     ,     ,93,     ,6,     ,     ,     ,     ,     
2015-04-06 21:00:00,286,20150406,22,60,20,20,30,31,     ,19,0,0,0,0,     ,     ,     ,92,     ,6,     ,     ,     ,     ,     
2015-04-06 22:00:00,286,20150406,23,80,10,10,30,20,     ,12,0,0,0,0,     ,     ,     ,94,     ,6,     ,     ,     ,     ,     
2015-04-06 23:00:00,286,20150406,24,150,10,10,10,15,   -3,12,0,0,0,0,     ,     ,     ,98,     ,6,     ,     ,     ,     ,     
2015-04-07 00:00:00,286,20150407,1,270,10,10,20,1,     ,-2,0,0,0,0,     ,     ,     ,98,     ,6,     ,     ,     ,     ,     
2015-04-07 01:00:00,286,20150407,2,220,10,20,20,-1,     ,-2,0,0,0,0,     ,     ,     ,99,     ,6,     ,     ,     ,     ,     
2015-04-07 02:00:00,286,20150407,3,210,20,30,30,5,     ,2,0,0,0,0,     ,     ,     ,98,     ,6,     ,     ,     ,     ,     
2015-04-07 03:00:00,286,20150407,4,210,20,20,30,3,     ,-4,0,0,0,0,     ,     ,     ,95,     ,6,     ,     ,     ,     ,     
2015-04-07 04:00:00,286,20150407,5,220,30,30,40,14,     ,5,0,0,0,0,     ,     ,     ,94,     ,6,     ,     ,     ,     ,     
2015-04-07 05:00:00,286,20150407,6,240,40,40,50,40,  -11,31,0,14,0,0,     ,     ,     ,94,     ,6,     ,     ,     ,     ,     
2015-04-07 06:00:00,286,20150407,7,250,40,40,60,60,     ,48,3,51,0,0,     ,     ,     ,92,     ,6,     ,     ,     ,     ,     
2015-04-07 07:00:00,286,20150407,8,260,40,40,60,73,     ,58,0,69,0,0,     ,     ,     ,90,     ,6,     ,     ,     ,     ,     
2015-04-07 08:00:00,286,20150407,9,270,40,40,60,85,     ,66,0,88,0,0,     ,     ,     ,88,     ,6,     ,     ,     ,     ,     
2015-04-07 09:00:00,286,20150407,10,290,60,60,90,75,     ,60,0,112,0,0,     ,     ,     ,90,     ,6,     ,     ,     ,     ,     
2015-04-07 10:00:00,286,20150407,11,250,60,70,90,90,     ,61,1,131,0,0,     ,     ,     ,82,     ,6,     ,     ,     ,     ,     
2015-04-07 11:00:00,286,20150407,12,250,70,70,110,97,   36,62,2,151,0,0,     ,     ,     ,79,     ,6,     ,     ,     ,     ,     
2015-04-07 12:00:00,286,20150407,13,270,70,70,100,103,     ,64,3,149,0,0,     ,     ,     ,77,     ,6,     ,     ,     ,     ,     
2015-04-07 13:00:00,286,20150407,14,280,70,70,100,92,     ,56,0,107,0,0,     ,     ,     ,78,     ,6,     ,     ,     ,     ,     
2015-04-07 14:00:00,286,20150407,15,260,60,60,90,93,     ,58,1,89,0,0,     ,     ,     ,79,     ,6,     ,     ,     ,     ,     
2015-04-07 15:00:00,286,20150407,16,250,50,60,80,89,     ,59,0,47,0,0,     ,     ,     ,81,     ,6,     ,     ,     ,     ,     
2015-04-07 16:00:00,286,20150407,17,270,60,60,100,86,     ,63,0,19,0,0,     ,     ,     ,85,     ,6,     ,     ,     ,     ,     
2015-04-07 17:00:00,286,20150407,18,280,60,60,90,83,   82,60,0,7,0,0,     ,     ,     ,85,     ,6,     ,     ,     ,     ,     
2015-04-07 18:00:00,286,20150407,19,300,60,60,90,79,     ,64,0,1,0,0,     ,     ,     ,90,     ,6,     ,     ,     ,     ,     
2015-04-07 19:00:00,286,20150407,20,300,60,60,80,75,     ,65,0,0,0,0,     ,     ,     ,93,     ,6,     ,     ,     ,     ,     
2015-04-07 20:00:00,286,20150407,21,340,50,40,70,65,     ,61,0,0,0,0,     ,     ,     ,97,     ,6,     ,     ,     ,     ,     
2015-04-07 21:00:00,286,20150407,22,340,30,40,50,65,     ,59,0,0,0,0,     ,     ,     ,96,     ,6,     ,     ,     ,     ,     
2015-04-07 22:00:00,286,20150407,23,310,30,30,50,61,     ,53,0,0,0,0,     ,     ,     ,95,     ,6,     ,     ,     ,     ,     
2015-04-07 23:00:00,286,20150407,24,290,20,30,40,61,   59,53,0,0,0,0,     ,     ,     ,95,     ,6,     ,     ,     ,     ,     
2015-04-08 00:00:00,286,20150408,1,290,30,30,50,58,     ,51,0,0,0,0,     ,     ,     ,95,     ,6,     ,     ,     ,     ,     
2015-04-08 01:00:00,286,20150408,2,290,30,30,50,53,     ,50,0,0,0,0,     ,     ,     ,98,     ,6,     ,     ,     ,     ,     
2015-04-08 02:00:00,286,20150408,3,290,30,40,50,51,     ,50,0,0,0,0,     ,     ,     ,99,     ,6,     ,     ,     ,     ,     
2015-04-08 03:00:00,286,20150408,4,290,40,30,50,47,     ,47,0,0,0,0,     ,     ,     ,100,     ,6,     ,     ,     ,     ,     
2015-04-08 04:00:00,286,20150408,5,270,30,30,50,50,     ,49,0,1,0,0,     ,     ,     ,99,     ,6,     ,     ,     ,     ,     
2015-04-08 05:00:00,286,20150408,6,280,30,30,60,51,   48,50,0,7,0,0,     ,     ,     ,99,     ,6,     ,     ,     ,     ,     
2015-04-08 06:00:00,286,20150408,7,290,40,30,60,55,     ,55,0,22,0,0,     ,     ,     ,100,     ,6,     ,     ,     ,     ,     
2015-04-08 07:00:00,286,20150408,8,290,40,40,60,61,     ,61,0,48,0,0,     ,     ,     ,100,     ,6,     ,     ,     ,     ,     
2015-04-08 08:00:00,286,20150408,9,280,40,40,60,74,     ,66,0,71,0,0,     ,     ,     ,95,     ,6,     ,     ,     ,     ,     
2015-04-08 09:00:00,286,20150408,10,280,40,40,60,91,     ,73,1,85,0,0,     ,     ,     ,88,     ,6,     ,     ,     ,     ,     
2015-04-08 10:00:00,286,20150408,11,300,30,30,50,101,     ,75,0,75,0,0,     ,     ,     ,84,     ,6,     ,     ,     ,     ,     
2015-04-08 11:00:00,286,20150408,12,360,30,40,60,106,   54,77,0,109,0,0,     ,     ,     ,82,     ,6,     ,     ,     ,     ,     
2015-04-08 12:00:00,286,20150408,13,360,40,40,70,108,     ,77,6,178,0,0,     ,     ,     ,81,     ,6,     ,     ,     ,     ,     
2015-04-08 13:00:00,286,20150408,14,360,30,20,60,111,     ,71,6,159,0,0,     ,     ,     ,76,     ,6,     ,     ,     ,     ,     
2015-04-08 14:00:00,286,20150408,15,340,30,30,50,106,     ,71,10,120,0,0,     ,     ,     ,79,     ,6,     ,     ,     ,     ,     
2015-04-08 15:00:00,286,20150408,16,350,30,30,50,100,     ,70,10,105,0,0,     ,     ,     ,82,     ,6,     ,     ,     ,     ,     
2015-04-08 16:00:00,286,20150408,17,350,30,30,40,95,     ,73,10,67,0,0,     ,     ,     ,86,     ,6,     ,     ,     ,     ,     
2015-04-08 17:00:00,286,20150408,18,350,30,20,50,80,   75,65,7,32,0,0,     ,     ,     ,90,     ,6,     ,     ,     ,     ,     
2015-04-08 18:00:00,286,20150408,19,10,20,20,30,56,     ,48,0,1,0,0,     ,     ,     ,95,     ,6,     ,     ,     ,     ,     
2015-04-08 19:00:00,286,20150408,20,20,30,30,30,45,     ,39,0,0,0,0,     ,     ,     ,96,     ,6,     ,     ,     ,     ,     
2015-04-08 20:00:00,286,20150408,21,40,20,30,30,39,     ,35,0,0,0,0,     ,     ,     ,97,     ,6,     ,     ,     ,     ,     
2015-04-08 21:00:00,286,20150408,22,80,20,20,30,37,     ,35,0,0,0,0,     ,     ,     ,99,     ,6,     ,     ,     ,     ,     
2015-04-08 22:00:00,286,20150408,23,90,10,20,30,34,     ,34,0,0,0,0,     ,     ,     ,100,     ,6,     ,     ,     ,     ,     
2015-04-08 23:00:00,286,20150408,24,100,20,20,20,47,   21,47,0,0,0,0,     ,     ,     ,100,     ,6,     ,     ,     ,     ,     
2015-04-09 00:00:00,286,20150409,1,90,20,20,40,47,     ,46,0,0,0,0,     ,     ,     ,99,     ,6,     ,     ,     ,     ,     
2015-04-09 01:00:00,286,20150409,2,120,20,20,30,43,     ,42,0,0,0,0,     ,     ,     ,99,     ,6,     ,     ,     ,     ,     
2015-04-09 02:00:00,286,20150409,3,90,20,20,30,37,     ,36,0,0,0,0,     ,     ,     ,99,     ,6,     ,     ,     ,     ,     
2015-04-09 03:00:00,286,20150409,4,90,20,20,30,32,     ,31,0,0,0,0,     ,     ,     ,99,     ,6,     ,     ,     ,     ,     
2015-04-09 04:00:00,286,20150409,5,130,20,20,30,30,     ,29,0,1,0,0,     ,     ,     ,99,     ,6,     ,     ,     ,     ,     
2015-04-09 05:00:00,286,20150409,6,140,10,10,20,33,   32,32,0,13,0,0,     ,     ,     ,99,     ,6,     ,     ,     ,     ,     
2015-04-09 06:00:00,286,20150409,7,120,10,20,20,39,     ,38,0,38,0,0,     ,     ,     ,99,     ,6,     ,     ,     ,     ,     
2015-04-09 07:00:00,286,20150409,8,150,10,10,20,52,     ,52,0,67,0,0,     ,     ,     ,100,     ,6,     ,     ,     ,     ,     
2015-04-09 08:00:00,286,20150409,9,990,10,10,20,71,     ,70,0,98,0,0,     ,     ,     ,99,     ,6,     ,     ,     ,     ,     
2015-04-09 09:00:00,286,20150409,10,990,10,10,20,94,     ,81,6,176,0,0,     ,     ,     ,92,     ,6,     ,     ,     ,     ,     
2015-04-09 10:00:00,286,20150409,11,990,10,10,30,114,     ,74,6,201,0,0,     ,     ,     ,76,     ,6,     ,     ,     ,     ,     
2015-04-09 11:00:00,286,20150409,12,360,10,20,30,117,   39,83,0,115,0,0,     ,     ,     ,80,     ,6,     ,     ,     ,     ,     
2015-04-09 12:00:00,286,20150409,13,990,10,10,30,131,     ,81,4,177,0,0,     ,     ,     ,72,     ,6,     ,     ,     ,     ,     
2015-04-09 13:00:00,286,20150409,14,40,20,10,40,134,     ,80,9,210,0,0,     ,     ,     ,70,     ,6,     ,     ,     ,     ,     
2015-04-09 14:00:00,286,20150409,15,10,20,20,50,136,     ,87,10,181,0,0,     ,     ,     ,72,     ,6,     ,     ,     ,     ,     
2015-04-09 15:00:00,286,20150409,16,350,30,30,40,136,     ,88,10,132,0,0,     ,     ,     ,73,     ,6,     ,     ,     ,     ,     
2015-04-09 16:00:00,286,20150409,17,360,30,30,40,128,     ,86,10,74,0,0,     ,     ,     ,76,     ,6,     ,     ,     ,     ,     
2015-04-09 17:00:00,286,20150409,18,10,20,30,30,102,   92,79,7,24,0,0,     ,     ,     ,86,     ,6,     ,     ,     ,     ,     
2015-04-09 18:00:00,286,20150409,19,360,30,30,40,80,     ,68,0,1,0,0,     ,     ,     ,92,     ,6,     ,     ,     ,     ,     
2015-04-09 19:00:00,286,20150409,20,30,30,30,30,67,     ,57,0,0,0,0,     ,     ,     ,93,     ,6,     ,     ,     ,     ,     
2015-04-09 20:00:00,286,20150409,21,20,30,30,40,55,     ,46,0,0,0,0,     ,     ,     ,94,     ,6,     ,     ,     ,     ,     
2015-04-09 21:00:00,286,20150409,22,50,30,30,40,52,     ,39,0,0,0,0,     ,     ,     ,91,     ,6,     ,     ,     ,     ,     
2015-04-09 22:00:00,286,20150409,23,60,30,30,40,35,     ,25,0,0,0,0,     ,     ,     ,93,     ,6,     ,     ,     ,     ,     
2015-04-09 23:00:00,286,20150409,24,50,20,20,20,33,   23,19,0,0,0,0,     ,     ,     ,91,     ,6,     ,     ,     ,     ,     
2015-04-10 00:00:00,286,20150410,1,30,20,30,30,28,     ,20,0,0,0,0,     ,     ,     ,94,     ,6,     ,     ,     ,     ,     
2015-04-10 01:00:00,286,20150410,2,30,30,30,40,30,     ,17,0,0,0,0,     ,     ,     ,91,     ,6,     ,     ,     ,     ,     
2015-04-10 02:00:00,286,20150410,3,50,30,30,40,24,     ,11,0,0,0,0,     ,     ,     ,91,     ,6,     ,     ,     ,     ,     
2015-04-10 03:00:00,286,20150410,4,50,30,30,30,20,     ,13,0,0,0,0,     ,     ,     ,95,     ,6,     ,     ,     ,     ,     
2015-04-10 04:00:00,286,20150410,5,70,20,20,30,21,     ,13,0,1,0,0,     ,     ,     ,94,     ,6,     ,     ,     ,     ,     
2015-04-10 05:00:00,286,20150410,6,70,20,20,30,31,   10,24,0,18,0,0,     ,     ,     ,95,     ,6,     ,     ,     ,     ,     
2015-04-10 06:00:00,286,20150410,7,80,20,20,30,68,     ,42,3,59,0,0,     ,     ,     ,83,     ,6,     ,     ,     ,     ,     
2015-04-10 07:00:00,286,20150410,8,110,20,20,30,104,     ,73,10,110,0,0,     ,     ,     ,81,     ,6,     ,     ,     ,     ,     
2015-04-10 08:00:00,286,20150410,9,150,20,20,30,132,     ,85,10,159,0,0,     ,     ,     ,73,     ,6,     ,     ,     ,     ,     
2015-04-10 09:00:00,286,20150410,10,200,20,20,40,154,     ,99,10,205,0,0,     ,     ,     ,70,     ,6,     ,     ,     ,     ,     
2015-04-10 10:00:00,286,20150410,11,990,20,10,30,172,     ,94,10,231,0,0,     ,     ,     ,60,     ,6,     ,     ,     ,     ,     
2015-04-10 11:00:00,286,20150410,12,220,20,20,40,176,   33,82,8,228,0,0,     ,     ,     ,54,     ,6,     ,     ,     ,     ,     
2015-04-10 12:00:00,286,20150410,13,200,30,30,50,186,     ,78,10,237,0,0,     ,     ,     ,49,     ,6,     ,     ,     ,     ,     
2015-04-10 13:00:00,286,20150410,14,190,30,30,60,188,     ,66,10,218,0,0,     ,     ,     ,45,     ,6,     ,     ,     ,     ,     
2015-04-10 14:00:00,286,20150410,15,210,40,40,60,186,     ,52,10,179,0,0,     ,     ,     ,41,     ,6,     ,     ,     ,     ,     
2015-04-10 15:00:00,286,20150410,16,220,30,20,60,180,     ,83,8,121,0,0,     ,     ,     ,53,     ,6,     ,     ,     ,     ,     
2015-04-10 16:00:00,286,20150410,17,210,20,20,30,168,     ,98,10,70,0,0,     ,     ,     ,63,     ,6,     ,     ,     ,     ,     
2015-04-10 17:00:00,286,20150410,18,190,10,10,20,155,  133,75,8,20,0,0,     ,     ,     ,59,     ,6,     ,     ,     ,     ,     
2015-04-10 18:00:00,286,20150410,19,100,10,20,20,110,     ,62,0,1,0,0,     ,     ,     ,72,     ,6,     ,     ,     ,     ,     
2015-04-10 19:00:00,286,20150410,20,120,20,10,20,104,     ,69,0,0,0,0,     ,     ,     ,79,     ,6,     ,     ,     ,     ,     
2015-04-10 20:00:00,286,20150410,21,120,10,20,20,80,     ,58,0,0,0,0,     ,     ,     ,86,     ,6,     ,     ,     ,     ,     
2015-04-10 21:00:00,286,20150410,22,140,20,30,30,98,     ,57,0,0,0,0,     ,     ,     ,76,     ,6,     ,     ,     ,     ,     
2015-04-10 22:00:00,286,20150410,23,140,20,20,30,69,     ,41,0,0,0,0,     ,     ,     ,82,     ,6,     ,     ,     ,     ,     
2015-04-10 23:00:00,286,20150410,24,140,20,30,30,78,   43,44,0,0,0,0,     ,     ,     ,79,     ,6,     ,     ,     ,     ,     
2015-04-11 00:00:00,286,20150411,1,140,20,30,40,75,     ,51,0,0,0,0,     ,     ,     ,85,     ,6,     ,     ,     ,     ,     
2015-04-11 01:00:00,286,20150411,2,130,20,10,40,63,     ,40,0,0,0,0,     ,     ,     ,85,     ,6,     ,     ,     ,     ,     
2015-04-11 02:00:00,286,20150411,3,150,20,30,40,64,     ,45,0,0,0,0,     ,     ,     ,88,     ,6,     ,     ,     ,     ,     
2015-04-11 03:00:00,286,20150411,4,160,30,30,40,65,     ,51,0,0,0,0,     ,     ,     ,91,     ,6,     ,     ,     ,     ,     
2015-04-11 04:00:00,286,20150411,5,180,30,40,60,74,     ,50,0,1,0,0,     ,     ,     ,85,     ,6,     ,     ,     ,     ,     
2015-04-11 05:00:00,286,20150411,6,190,40,50,60,83,   35,53,0,15,0,0,     ,     ,     ,81,     ,6,     ,     ,     ,     ,     
2015-04-11 06:00:00,286,20150411,7,210,50,50,80,104,     ,66,5,60,0,0,     ,     ,     ,77,     ,6,     ,     ,     ,     ,     
2015-04-11 07:00:00,286,20150411,8,210,60,60,90,130,     ,78,10,120,0,0,     ,     ,     ,71,     ,6,     ,     ,     ,     ,     
2015-04-11 08:00:00,286,20150411,9,230,70,60,120,149,     ,84,10,168,0,0,     ,     ,     ,65,     ,6,     ,     ,     ,     ,     
2015-04-11 09:00:00,286,20150411,10,220,80,90,130,154,     ,90,6,183,0,0,     ,     ,     ,66,     ,6,     ,     ,     ,     ,     
2015-04-11 10:00:00,286,20150411,11,210,90,80,130,152,     ,89,3,155,0,0,     ,     ,     ,66,     ,6,     ,     ,     ,     ,     
2015-04-11 11:00:00,286,20150411,12,220,80,80,110,145,   77,87,1,60,0,0,     ,     ,     ,68,     ,6,     ,     ,     ,     ,     
2015-04-11 12:00:00,286,20150411,13,230,90,90,150,118,     ,107,0,36,5,5,     ,     ,     ,93,     ,6,     ,     ,     ,     ,     
2015-04-11 13:00:00,286,20150411,14,240,90,100,150,117,     ,88,0,43,4,6,     ,     ,     ,82,     ,6,     ,     ,     ,     ,     
2015-04-11 14:00:00,286,20150411,15,240,90,100,140,116,     ,77,0,31,0,0,     ,     ,     ,77,     ,6,     ,     ,     ,     ,     
2015-04-11 15:00:00,286,20150411,16,280,110,100,210,91,     ,64,0,42,4,2,     ,     ,     ,83,     ,6,     ,     ,     ,     ,     
2015-04-11 16:00:00,286,20150411,17,270,90,80,150,78,     ,55,0,23,8,4,     ,     ,     ,85,     ,6,     ,     ,     ,     ,     
2015-04-11 17:00:00,286,20150411,18,280,90,70,140,66,   61,37,5,20,0,0,     ,     ,     ,82,     ,6,     ,     ,     ,     ,     
2015-04-11 18:00:00,286,20150411,19,270,60,50,90,57,     ,27,0,2,0,0,     ,     ,     ,81,     ,6,     ,     ,     ,     ,     
2015-04-11 19:00:00,286,20150411,20,240,50,50,70,52,     ,27,0,0,0,0,     ,     ,     ,84,     ,6,     ,     ,     ,     ,     
2015-04-11 20:00:00,286,20150411,21,230,50,50,70,46,     ,27,0,0,0,0,     ,     ,     ,87,     ,6,     ,     ,     ,     ,     
2015-04-11 21:00:00,286,20150411,22,220,40,50,60,44,     ,28,0,0,0,0,     ,     ,     ,89,     ,6,     ,     ,     ,     ,     
2015-04-11 22:00:00,286,20150411,23,220,50,50,70,45,     ,28,0,0,0,0,     ,     ,     ,89,     ,6,     ,     ,     ,     ,     
2015-04-11 23:00:00,286,20150411,24,210,50,40,70,40,   35,28,0,0,0,0,     ,     ,     ,92,     ,6,     ,     ,     ,     ,     
2015-04-12 00:00:00,286,20150412,1,230,50,50,70,49,     ,30,0,0,0,0,     ,     ,     ,87,     ,6,     ,     ,     ,     ,     
2015-04-12 01:00:00,286,20150412,2,220,50,50,70,45,     ,29,0,0,0,0,     ,     ,     ,89,     ,6,     ,     ,     ,     ,     
2015-04-12 02:00:00,286,20150412,3,200,40,40,60,36,     ,24,0,0,0,0,     ,     ,     ,92,     ,6,     ,     ,     ,     ,     
2015-04-12 03:00:00,286,20150412,4,210,50,50,60,36,     ,24,0,0,0,0,     ,     ,     ,92,     ,6,     ,     ,     ,     ,     
2015-04-12 04:00:00,286,20150412,5,210,50,50,80,35,     ,24,0,1,0,0,     ,     ,     ,92,     ,6,     ,     ,     ,     ,     
2015-04-12 05:00:00,286,20150412,6,220,50,40,70,45,   29,32,0,20,0,0,     ,     ,     ,91,     ,6,     ,     ,     ,     ,     
2015-04-12 06:00:00,286,20150412,7,210,50,60,90,63,     ,43,4,62,0,0,     ,     ,     ,87,     ,6,     ,     ,     ,     ,     
2015-04-12 07:00:00,286,20150412,8,210,60,60,90,89,     ,57,10,122,0,0,     ,     ,     ,80,     ,6,     ,     ,     ,     ,     
2015-04-12 08:00:00,286,20150412,9,210,70,80,110,100,     ,52,10,163,0,0,     ,     ,     ,72,     ,6,     ,     ,     ,     ,     
