,# STN,YYYYMMDD,HH,DD,FH,FF,FX,T,T10,TD,SQ,Q,DR,RH,P,VV,N,U,WW,IX,M,R,S,O,Y
2016-10-02 11:00:00,286,20161002,12,190,70,70,90,132,   83,100,1,90,0,0,     ,     ,     ,81,     ,6,     ,     ,     ,     ,     
2016-10-02 12:00:00,286,20161002,13,190,60,60,90,135,     ,95,0,74,0,0,     ,     ,     ,77,     ,6,     ,     ,     ,     ,     
2016-10-02 13:00:00,286,20161002,14,180,60,60,90,136,     ,96,0,77,0,0,     ,     ,     ,77,     ,6,     ,     ,     ,     ,     
2016-10-02 14:00:00,286,20161002,15,140,50,30,80,126,     ,109,0,26,0,-1,     ,     ,     ,89,     ,6,     ,     ,     ,     ,     
2016-10-02 15:00:00,286,20161002,16,140,30,30,50,122,     ,111,0,16,10,9,     ,     ,     ,93,     ,6,     ,     ,     ,     ,     
2016-10-02 16:00:00,286,20161002,17,120,30,30,50,119,     ,109,0,5,3,1,     ,     ,     ,94,     ,6,     ,     ,     ,     ,     
2016-10-02 17:00:00,286,20161002,18,140,30,30,50,115,  115,110,0,0,7,3,     ,     ,     ,97,     ,6,     ,     ,     ,     ,     
2016-10-02 18:00:00,286,20161002,19,50,20,40,50,112,     ,108,0,0,0,-1,     ,     ,     ,97,     ,6,     ,     ,     ,     ,     
2016-10-02 19:00:00,286,20161002,20,50,30,30,50,109,     ,105,0,0,0,0,     ,     ,     ,97,     ,6,     ,     ,     ,     ,     
2016-10-02 20:00:00,286,20161002,21,10,30,30,40,93,     ,91,0,0,0,0,     ,     ,     ,99,     ,6,     ,     ,     ,     ,     
2016-10-02 21:00:00,286,20161002,22,310,20,20,30,82,     ,81,0,0,0,0,     ,     ,     ,99,     ,6,     ,     ,     ,     ,     
2016-10-02 22:00:00,286,20161002,23,310,30,30,40,78,     ,78,0,0,0,0,     ,     ,     ,100,     ,6,     ,     ,     ,     ,     
2016-10-02 23:00:00,286,20161002,24,280,30,20,40,78,   69,78,0,0,0,0,     ,     ,     ,100,     ,6,     ,     ,     ,     ,     
2016-10-03 00:00:00,286,20161003,1,250,20,20,30,73,     ,73,0,0,0,0,     ,     ,     ,100,     ,6,     ,     ,     ,     ,     
2016-10-03 01:00:00,286,20161003,2,250,20,20,30,79,     ,79,0,0,0,0,     ,     ,     ,100,     ,6,     ,     ,     ,     ,     
2016-10-03 02:00:00,286,20161003,3,240,20,20,30,81,     ,81,0,0,1,4,     ,     ,     ,100,     ,6,     ,     ,     ,     ,     
2016-10-03 03:00:00,286,20161003,4,250,20,20,30,84,     ,84,0,0,5,9,     ,     ,     ,100,     ,6,     ,     ,     ,     ,     
2016-10-03 04:00:00,286,20161003,5,290,20,30,30,75,     ,75,0,0,0,0,     ,     ,     ,100,     ,6,     ,     ,     ,     ,     
2016-10-03 05:00:00,286,20161003,6,290,20,20,30,69,   57,69,0,1,0,0,     ,     ,     ,100,     ,6,     ,     ,     ,     ,     
2016-10-03 06:00:00,286,20161003,7,290,20,10,20,93,     ,92,8,33,0,0,     ,     ,     ,99,     ,6,     ,     ,     ,     ,     
2016-10-03 07:00:00,286,20161003,8,340,20,20,30,139,     ,122,10,93,0,0,     ,     ,     ,89,     ,6,     ,     ,     ,     ,     
2016-10-03 08:00:00,286,20161003,9,360,30,40,50,155,     ,120,10,126,0,0,     ,     ,     ,80,     ,6,     ,     ,     ,     ,     
2016-10-03 09:00:00,286,20161003,10,10,50,50,70,160,     ,121,10,164,0,0,     ,     ,     ,78,     ,6,     ,     ,     ,     ,     
2016-10-03 10:00:00,286,20161003,11,350,50,60,80,158,     ,118,6,131,0,0,     ,     ,     ,77,     ,6,     ,     ,     ,     ,     
2016-10-03 11:00:00,286,20161003,12,360,50,40,90,155,   62,125,3,86,0,0,     ,     ,     ,82,     ,6,     ,     ,     ,     ,     
2016-10-03 12:00:00,286,20161003,13,20,70,80,110,157,     ,123,6,106,0,-1,     ,     ,     ,80,     ,6,     ,     ,     ,     ,     
2016-10-03 13:00:00,286,20161003,14,20,70,90,120,157,     ,127,8,82,3,3,     ,     ,     ,82,     ,6,     ,     ,     ,     ,     
2016-10-03 14:00:00,286,20161003,15,40,50,40,110,150,     ,128,1,41,0,0,     ,     ,     ,87,     ,6,     ,     ,     ,     ,     
2016-10-03 15:00:00,286,20161003,16,30,60,70,100,148,     ,119,7,42,0,0,     ,     ,     ,83,     ,6,     ,     ,     ,     ,     
2016-10-03 16:00:00,286,20161003,17,30,60,60,100,144,     ,118,5,15,0,0,     ,     ,     ,84,     ,6,     ,     ,     ,     ,     
2016-10-03 17:00:00,286,20161003,18,30,60,60,80,141,  137,119,0,0,0,0,     ,     ,     ,87,     ,6,     ,     ,     ,     ,     
2016-10-03 18:00:00,286,20161003,19,40,50,40,80,132,     ,116,0,0,0,0,     ,     ,     ,90,     ,6,     ,     ,     ,     ,     
2016-10-03 19:00:00,286,20161003,20,40,50,60,80,134,     ,118,0,0,0,0,     ,     ,     ,90,     ,6,     ,     ,     ,     ,     
2016-10-03 20:00:00,286,20161003,21,40,50,50,70,131,     ,118,0,0,0,0,     ,     ,     ,92,     ,6,     ,     ,     ,     ,     
2016-10-03 21:00:00,286,20161003,22,40,50,50,70,125,     ,114,0,0,0,0,     ,     ,     ,93,     ,6,     ,     ,     ,     ,     
2016-10-03 22:00:00,286,20161003,23,50,50,50,60,117,     ,108,0,0,0,0,     ,     ,     ,94,     ,6,     ,     ,     ,     ,     
2016-10-03 23:00:00,286,20161003,24,50,50,50,60,116,  110,108,0,0,0,0,     ,     ,     ,95,     ,6,     ,     ,     ,     ,     
2016-10-04 00:00:00,286,20161004,1,50,40,30,50,110,     ,105,0,0,0,0,     ,     ,     ,97,     ,6,     ,     ,     ,     ,     
2016-10-04 01:00:00,286,20161004,2,60,40,40,60,112,     ,104,0,0,0,0,     ,     ,     ,95,     ,6,     ,     ,     ,     ,     
2016-10-04 02:00:00,286,20161004,3,50,40,40,60,103,     ,97,0,0,0,0,     ,     ,     ,96,     ,6,     ,     ,     ,     ,     
2016-10-04 03:00:00,286,20161004,4,50,40,40,50,101,     ,95,0,0,0,0,     ,     ,     ,96,     ,6,     ,     ,     ,     ,     
2016-10-04 04:00:00,286,20161004,5,60,40,40,50,94,     ,90,0,0,0,0,     ,     ,     ,97,     ,6,     ,     ,     ,     ,     
2016-10-04 05:00:00,286,20161004,6,60,40,40,50,96,   86,91,0,2,0,0,     ,     ,     ,97,     ,6,     ,     ,     ,     ,     
2016-10-04 06:00:00,286,20161004,7,60,50,60,80,112,     ,101,8,31,0,0,     ,     ,     ,93,     ,6,     ,     ,     ,     ,     
2016-10-04 07:00:00,286,20161004,8,70,60,60,90,128,     ,108,10,80,0,0,     ,     ,     ,88,     ,6,     ,     ,     ,     ,     
2016-10-04 08:00:00,286,20161004,9,80,60,70,100,140,     ,105,10,126,0,0,     ,     ,     ,79,     ,6,     ,     ,     ,     ,     
2016-10-04 09:00:00,286,20161004,10,80,70,70,110,149,     ,103,10,158,0,0,     ,     ,     ,74,     ,6,     ,     ,     ,     ,     
2016-10-04 10:00:00,286,20161004,11,90,70,80,100,154,     ,91,10,188,0,0,     ,     ,     ,66,     ,6,     ,     ,     ,     ,     
2016-10-04 11:00:00,286,20161004,12,70,70,80,110,154,   90,79,8,160,0,0,     ,     ,     ,61,     ,6,     ,     ,     ,     ,     
2016-10-04 12:00:00,286,20161004,13,90,60,60,90,159,     ,85,7,114,0,0,     ,     ,     ,61,     ,6,     ,     ,     ,     ,     
2016-10-04 13:00:00,286,20161004,14,60,70,70,90,160,     ,91,10,173,0,0,     ,     ,     ,64,     ,6,     ,     ,     ,     ,     
2016-10-04 14:00:00,286,20161004,15,70,70,70,100,154,     ,76,9,88,0,0,     ,     ,     ,60,     ,6,     ,     ,     ,     ,     
2016-10-04 15:00:00,286,20161004,16,60,50,40,90,146,     ,91,10,61,0,0,     ,     ,     ,70,     ,6,     ,     ,     ,     ,     
2016-10-04 16:00:00,286,20161004,17,50,50,50,80,126,     ,90,5,15,0,0,     ,     ,     ,79,     ,6,     ,     ,     ,     ,     
2016-10-04 17:00:00,286,20161004,18,60,50,50,70,114,  105,82,0,0,0,0,     ,     ,     ,81,     ,6,     ,     ,     ,     ,     
2016-10-04 18:00:00,286,20161004,19,60,50,50,80,106,     ,78,0,0,0,0,     ,     ,     ,83,     ,6,     ,     ,     ,     ,     
2016-10-04 19:00:00,286,20161004,20,60,60,60,80,99,     ,74,0,0,0,0,     ,     ,     ,84,     ,6,     ,     ,     ,     ,     
2016-10-04 20:00:00,286,20161004,21,60,50,50,70,91,     ,68,0,0,0,0,     ,     ,     ,85,     ,6,     ,     ,     ,     ,     
2016-10-04 21:00:00,286,20161004,22,70,50,60,80,90,     ,68,0,0,0,0,     ,     ,     ,86,     ,6,     ,     ,     ,     ,     
2016-10-04 22:00:00,286,20161004,23,70,50,50,80,80,     ,65,0,0,0,0,     ,     ,     ,90,     ,6,     ,     ,     ,     ,     
2016-10-04 23:00:00,286,20161004,24,80,50,60,80,89,   74,68,0,0,0,0,     ,     ,     ,87,     ,6,     ,     ,     ,     ,     
2016-10-05 00:00:00,286,20161005,1,80,60,50,80,84,     ,55,0,0,0,0,     ,     ,     ,82,     ,6,     ,     ,     ,     ,     
2016-10-05 01:00:00,286,20161005,2,80,50,40,70,76,     ,56,0,0,0,0,     ,     ,     ,87,     ,6,     ,     ,     ,     ,     
2016-10-05 02:00:00,286,20161005,3,60,40,40,60,60,     ,47,0,0,0,0,     ,     ,     ,91,     ,6,     ,     ,     ,     ,     
2016-10-05 03:00:00,286,20161005,4,60,40,40,50,56,     ,41,0,0,0,0,     ,     ,     ,90,     ,6,     ,     ,     ,     ,     
2016-10-05 04:00:00,286,20161005,5,50,40,40,50,51,     ,37,0,0,0,0,     ,     ,     ,91,     ,6,     ,     ,     ,     ,     
2016-10-05 05:00:00,286,20161005,6,50,40,30,40,41,   32,32,0,1,0,0,     ,     ,     ,94,     ,6,     ,     ,     ,     ,     
2016-10-05 06:00:00,286,20161005,7,60,30,40,60,72,     ,55,10,31,0,0,     ,     ,     ,89,     ,6,     ,     ,     ,     ,     
2016-10-05 07:00:00,286,20161005,8,60,50,50,70,88,     ,63,3,51,0,0,     ,     ,     ,84,     ,6,     ,     ,     ,     ,     
2016-10-05 08:00:00,286,20161005,9,60,60,60,90,110,     ,63,10,129,0,0,     ,     ,     ,73,     ,6,     ,     ,     ,     ,     
2016-10-05 09:00:00,286,20161005,10,70,70,70,100,122,     ,59,10,167,0,0,     ,     ,     ,65,     ,6,     ,     ,     ,     ,     
2016-10-05 10:00:00,286,20161005,11,60,70,70,100,130,     ,64,10,194,0,0,     ,     ,     ,64,     ,6,     ,     ,     ,     ,     
2016-10-05 11:00:00,286,20161005,12,70,70,80,110,133,   33,57,10,192,0,0,     ,     ,     ,60,     ,6,     ,     ,     ,     ,     
2016-10-05 12:00:00,286,20161005,13,50,70,80,110,130,     ,57,10,174,0,0,     ,     ,     ,61,     ,6,     ,     ,     ,     ,     
2016-10-05 13:00:00,286,20161005,14,60,70,60,110,132,     ,53,10,145,0,0,     ,     ,     ,59,     ,6,     ,     ,     ,     ,     
2016-10-05 14:00:00,286,20161005,15,50,70,70,110,128,     ,51,10,106,0,0,     ,     ,     ,59,     ,6,     ,     ,     ,     ,     
2016-10-05 15:00:00,286,20161005,16,40,70,70,110,118,     ,49,10,53,0,0,     ,     ,     ,63,     ,6,     ,     ,     ,     ,     
2016-10-05 16:00:00,286,20161005,17,40,60,50,90,100,     ,48,3,13,0,0,     ,     ,     ,70,     ,6,     ,     ,     ,     ,     
2016-10-05 17:00:00,286,20161005,18,40,50,50,70,93,   84,42,0,0,0,0,     ,     ,     ,70,     ,6,     ,     ,     ,     ,     
2016-10-05 18:00:00,286,20161005,19,40,50,40,60,77,     ,36,0,0,0,0,     ,     ,     ,75,     ,6,     ,     ,     ,     ,     
2016-10-05 19:00:00,286,20161005,20,50,50,50,60,80,     ,32,0,0,0,0,     ,     ,     ,72,     ,6,     ,     ,     ,     ,     
2016-10-05 20:00:00,286,20161005,21,30,40,40,60,66,     ,31,0,0,0,0,     ,     ,     ,78,     ,6,     ,     ,     ,     ,     
2016-10-05 21:00:00,286,20161005,22,30,40,40,50,56,     ,31,0,0,0,0,     ,     ,     ,84,     ,6,     ,     ,     ,     ,     
2016-10-05 22:00:00,286,20161005,23,30,50,50,60,65,     ,39,0,0,0,0,     ,     ,     ,83,     ,6,     ,     ,     ,     ,     
2016-10-05 23:00:00,286,20161005,24,40,40,50,60,61,   44,33,0,0,0,0,     ,     ,     ,82,     ,6,     ,     ,     ,     ,     
2016-10-06 00:00:00,286,20161006,1,30,40,40,60,49,     ,28,0,0,0,0,     ,     ,     ,86,     ,6,     ,     ,     ,     ,     
2016-10-06 01:00:00,286,20161006,2,30,40,40,50,59,     ,31,0,0,0,0,     ,     ,     ,82,     ,6,     ,     ,     ,     ,     
2016-10-06 02:00:00,286,20161006,3,30,40,40,50,70,     ,41,0,0,0,0,     ,     ,     ,82,     ,6,     ,     ,     ,     ,     
2016-10-06 03:00:00,286,20161006,4,40,50,40,60,74,     ,38,0,0,0,0,     ,     ,     ,78,     ,6,     ,     ,     ,     ,     
2016-10-06 04:00:00,286,20161006,5,40,40,40,60,78,     ,41,0,0,0,0,     ,     ,     ,77,     ,6,     ,     ,     ,     ,     
2016-10-06 05:00:00,286,20161006,6,30,40,40,60,66,   36,35,0,1,0,0,     ,     ,     ,81,     ,6,     ,     ,     ,     ,     
2016-10-06 06:00:00,286,20161006,7,40,40,40,60,79,     ,48,0,12,0,0,     ,     ,     ,81,     ,6,     ,     ,     ,     ,     
2016-10-06 07:00:00,286,20161006,8,30,50,50,70,93,     ,55,0,29,0,0,     ,     ,     ,77,     ,6,     ,     ,     ,     ,     
2016-10-06 08:00:00,286,20161006,9,30,60,60,80,99,     ,59,0,34,0,0,     ,     ,     ,76,     ,6,     ,     ,     ,     ,     
2016-10-06 09:00:00,286,20161006,10,40,60,70,100,110,     ,62,0,55,0,0,     ,     ,     ,72,     ,6,     ,     ,     ,     ,     
2016-10-06 10:00:00,286,20161006,11,50,70,60,100,129,     ,78,3,97,0,0,     ,     ,     ,71,     ,6,     ,     ,     ,     ,     
2016-10-06 11:00:00,286,20161006,12,50,70,60,90,128,   57,77,6,129,0,0,     ,     ,     ,71,     ,6,     ,     ,     ,     ,     
2016-10-06 12:00:00,286,20161006,13,50,70,70,100,124,     ,81,0,65,0,0,     ,     ,     ,75,     ,6,     ,     ,     ,     ,     
2016-10-06 13:00:00,286,20161006,14,50,70,70,100,123,     ,83,0,44,0,0,     ,     ,     ,77,     ,6,     ,     ,     ,     ,     
2016-10-06 14:00:00,286,20161006,15,50,80,70,100,117,     ,82,0,22,0,0,     ,     ,     ,79,     ,6,     ,     ,     ,     ,     
2016-10-06 15:00:00,286,20161006,16,50,60,60,80,116,     ,84,0,13,0,0,     ,     ,     ,81,     ,6,     ,     ,     ,     ,     
2016-10-06 16:00:00,286,20161006,17,50,50,60,80,114,     ,83,0,4,0,0,     ,     ,     ,81,     ,6,     ,     ,     ,     ,     
2016-10-06 17:00:00,286,20161006,18,50,60,60,80,110,  108,81,0,0,0,0,     ,     ,     ,82,     ,6,     ,     ,     ,     ,     
2016-10-06 18:00:00,286,20161006,19,50,50,50,90,107,     ,78,0,0,0,0,     ,     ,     ,82,     ,6,     ,     ,     ,     ,     
2016-10-06 19:00:00,286,20161006,20,40,50,50,70,106,     ,79,0,0,0,0,     ,     ,     ,83,     ,6,     ,     ,     ,     ,     
2016-10-06 20:00:00,286,20161006,21,40,40,40,60,106,     ,80,0,0,0,0,     ,     ,     ,84,     ,6,     ,     ,     ,     ,     
2016-10-06 21:00:00,286,20161006,22,50,50,40,70,107,     ,81,0,0,0,0,     ,     ,     ,84,     ,6,     ,     ,     ,     ,     
2016-10-06 22:00:00,286,20161006,23,40,40,40,50,106,     ,81,0,0,0,0,     ,     ,     ,85,     ,6,     ,     ,     ,     ,     
2016-10-06 23:00:00,286,20161006,24,50,40,50,60,107,  104,81,0,0,0,0,     ,     ,     ,84,     ,6,     ,     ,     ,     ,     
2016-10-07 00:00:00,286,20161007,1,50,50,50,70,108,     ,78,0,0,0,0,     ,     ,     ,82,     ,6,     ,     ,     ,     ,     
2016-10-07 01:00:00,286,20161007,2,30,50,50,60,108,     ,77,0,0,0,0,     ,     ,     ,81,     ,6,     ,     ,     ,     ,     
2016-10-07 02:00:00,286,20161007,3,30,40,40,60,107,     ,76,0,0,0,0,     ,     ,     ,81,     ,6,     ,     ,     ,     ,     
2016-10-07 03:00:00,286,20161007,4,40,40,40,60,105,     ,76,0,0,0,0,     ,     ,     ,82,     ,6,     ,     ,     ,     ,     
2016-10-07 04:00:00,286,20161007,5,50,30,30,60,100,     ,75,0,0,0,0,     ,     ,     ,84,     ,6,     ,     ,     ,     ,     
2016-10-07 05:00:00,286,20161007,6,50,30,20,40,101,   95,76,0,1,0,0,     ,     ,     ,84,     ,6,     ,     ,     ,     ,     
2016-10-07 06:00:00,286,20161007,7,60,30,40,50,107,     ,82,0,11,0,0,     ,     ,     ,85,     ,6,     ,     ,     ,     ,     
2016-10-07 07:00:00,286,20161007,8,50,50,60,80,115,     ,85,0,25,0,0,     ,     ,     ,82,     ,6,     ,     ,     ,     ,     
2016-10-07 08:00:00,286,20161007,9,40,60,70,90,119,     ,85,0,40,0,0,     ,     ,     ,80,     ,6,     ,     ,     ,     ,     
2016-10-07 09:00:00,286,20161007,10,50,70,60,90,121,     ,88,0,60,0,0,     ,     ,     ,80,     ,6,     ,     ,     ,     ,     
2016-10-07 10:00:00,286,20161007,11,50,50,60,90,121,     ,88,0,46,0,0,     ,     ,     ,80,     ,6,     ,     ,     ,     ,     
2016-10-07 11:00:00,286,20161007,12,60,50,40,60,126,   99,93,0,54,0,0,     ,     ,     ,80,     ,6,     ,     ,     ,     ,     
2016-10-07 12:00:00,286,20161007,13,70,40,30,60,129,     ,91,0,62,0,0,     ,     ,     ,78,     ,6,     ,     ,     ,     ,     
2016-10-07 13:00:00,286,20161007,14,50,30,40,60,130,     ,95,0,35,0,0,     ,     ,     ,79,     ,6,     ,     ,     ,     ,     
2016-10-07 14:00:00,286,20161007,15,60,40,50,60,129,     ,94,0,30,0,0,     ,     ,     ,79,     ,6,     ,     ,     ,     ,     
2016-10-07 15:00:00,286,20161007,16,50,40,40,60,124,     ,97,0,12,0,0,     ,     ,     ,84,     ,6,     ,     ,     ,     ,     
2016-10-07 16:00:00,286,20161007,17,40,40,40,60,120,     ,94,0,4,0,0,     ,     ,     ,84,     ,6,     ,     ,     ,     ,     
2016-10-07 17:00:00,286,20161007,18,60,40,40,70,116,  115,95,0,0,0,0,     ,     ,     ,87,     ,6,     ,     ,     ,     ,     
2016-10-07 18:00:00,286,20161007,19,50,40,40,60,113,     ,93,0,0,0,0,     ,     ,     ,87,     ,6,     ,     ,     ,     ,     
2016-10-07 19:00:00,286,20161007,20,50,40,40,60,111,     ,91,0,0,0,0,     ,     ,     ,87,     ,6,     ,     ,     ,     ,     
2016-10-07 20:00:00,286,20161007,21,50,40,40,60,110,     ,89,0,0,0,0,     ,     ,     ,87,     ,6,     ,     ,     ,     ,     
2016-10-07 21:00:00,286,20161007,22,60,40,50,60,104,     ,89,0,0,0,0,     ,     ,     ,90,     ,6,     ,     ,     ,     ,     
2016-10-07 22:00:00,286,20161007,23,50,40,40,50,102,     ,86,0,0,0,0,     ,     ,     ,90,     ,6,     ,     ,     ,     ,     
2016-10-07 23:00:00,286,20161007,24,40,40,40,50,102,  100,83,0,0,0,0,     ,     ,     ,88,     ,6,     ,     ,     ,     ,     
2016-10-08 00:00:00,286,20161008,1,40,40,30,50,97,     ,79,0,0,0,0,     ,     ,     ,89,     ,6,     ,     ,     ,     ,     
2016-10-08 01:00:00,286,20161008,2,50,40,50,60,95,     ,76,0,0,0,0,     ,     ,     ,88,     ,6,     ,     ,     ,     ,     
2016-10-08 02:00:00,286,20161008,3,30,40,30,60,87,     ,70,0,0,0,0,     ,     ,     ,89,     ,6,     ,     ,     ,     ,     
2016-10-08 03:00:00,286,20161008,4,60,30,30,40,72,     ,60,0,0,0,0,     ,     ,     ,92,     ,6,     ,     ,     ,     ,     
2016-10-08 04:00:00,286,20161008,5,60,30,30,40,84,     ,68,0,0,0,0,     ,     ,     ,90,     ,6,     ,     ,     ,     ,     
2016-10-08 05:00:00,286,20161008,6,40,20,10,40,84,   63,68,0,1,0,0,     ,     ,     ,90,     ,6,     ,     ,     ,     ,     
2016-10-08 06:00:00,286,20161008,7,20,10,10,20,98,     ,70,10,28,0,0,     ,     ,     ,83,     ,6,     ,     ,     ,     ,     
2016-10-08 07:00:00,286,20161008,8,100,20,10,30,113,     ,74,5,55,0,0,     ,     ,     ,77,     ,6,     ,     ,     ,     ,     
2016-10-08 08:00:00,286,20161008,9,40,40,60,80,115,     ,68,5,81,0,0,     ,     ,     ,73,     ,6,     ,     ,     ,     ,     
2016-10-08 09:00:00,286,20161008,10,10,40,40,70,124,     ,56,4,91,0,0,     ,     ,     ,63,     ,6,     ,     ,     ,     ,     
2016-10-08 10:00:00,286,20161008,11,350,40,30,70,127,     ,71,5,114,0,0,     ,     ,     ,69,     ,6,     ,     ,     ,     ,     
2016-10-08 11:00:00,286,20161008,12,350,40,40,70,130,   77,74,3,108,0,0,     ,     ,     ,69,     ,6,     ,     ,     ,     ,     
2016-10-08 12:00:00,286,20161008,13,50,40,40,70,131,     ,56,4,84,0,0,     ,     ,     ,60,     ,6,     ,     ,     ,     ,     
2016-10-08 13:00:00,286,20161008,14,50,50,40,70,131,     ,50,3,80,0,0,     ,     ,     ,58,     ,6,     ,     ,     ,     ,     
2016-10-08 14:00:00,286,20161008,15,40,50,40,70,126,     ,52,0,48,0,0,     ,     ,     ,61,     ,6,     ,     ,     ,     ,     
2016-10-08 15:00:00,286,20161008,16,60,40,30,70,117,     ,63,7,31,0,0,     ,     ,     ,69,     ,6,     ,     ,     ,     ,     
2016-10-08 16:00:00,286,20161008,17,40,40,30,60,90,     ,45,3,8,0,0,     ,     ,     ,73,     ,6,     ,     ,     ,     ,     
2016-10-08 17:00:00,286,20161008,18,30,30,30,40,74,   58,37,0,0,0,0,     ,     ,     ,77,     ,6,     ,     ,     ,     ,     
2016-10-08 18:00:00,286,20161008,19,40,30,40,40,68,     ,33,0,0,0,0,     ,     ,     ,78,     ,6,     ,     ,     ,     ,     
2016-10-08 19:00:00,286,20161008,20,50,40,30,50,58,     ,31,0,0,0,0,     ,     ,     ,83,     ,6,     ,     ,     ,     ,     
2016-10-08 20:00:00,286,20161008,21,40,30,20,40,47,     ,28,0,0,0,0,     ,     ,     ,87,     ,6,     ,     ,     ,     ,     
2016-10-08 21:00:00,286,20161008,22,70,20,20,30,49,     ,31,0,0,0,0,     ,     ,     ,88,     ,6,     ,     ,     ,     ,     
2016-10-08 22:00:00,286,20161008,23,20,20,20,30,29,     ,10,0,0,0,0,     ,     ,     ,87,     ,6,     ,     ,     ,     ,     
2016-10-08 23:00:00,286,20161008,24,10,20,20,30,32,   11,23,0,0,0,0,     ,     ,     ,94,     ,6,     ,     ,     ,     ,     
2016-10-09 00:00:00,286,20161009,1,40,20,10,20,32,     ,28,0,0,0,0,     ,     ,     ,97,     ,6,     ,     ,     ,     ,     
2016-10-09 01:00:00,286,20161009,2,350,10,10,30,24,     ,15,0,0,0,0,     ,     ,     ,94,     ,6,     ,     ,     ,     ,     
2016-10-09 02:00:00,286,20161009,3,310,10,20,30,14,     ,10,0,0,0,0,     ,     ,     ,96,     ,6,     ,     ,     ,     ,     
